Ayurveda,noun,Ayurveda
Azerbaijan,noun,Azerbaijan
Azerbaijani,adj,,
Azerbaijani,noun,Azerbaijani/Azerbaijanis
Azores,noun,Azores
Aztec,noun,Aztec/Aztecs
Aztecan,adj,,
Aztecan,noun,Aztecan
BBB,adj,,
BBB,noun,
BP,noun,BP
Babbitt,noun,Babbitts/Babbitt
Babel,noun,Babel/Babels
Babylonian,adj,,
Babylonian,noun,Babylonians
Bacchus,noun,Bacchus
Bach,noun,Bach/Bachs
Backus,noun,Backus/Backuses
Bactria,noun,Bactria
Baden,noun,Baden
Baeria,noun,Baeria
Baghdad,noun,Baghdad
Bahamas,noun,Bahamas
Bahamian,adj,,
Bahamian,noun,Bahamians
Bahia,noun,Bahia
Bahrain,noun,Bahrain
Baikal,noun,Baikal
Bailey,noun,Baileys/Bailey
Baker,noun,Bakers/Baker
Baku,noun,Baku
Balboa,noun,Balboa
Baldwin,noun,Baldwins/Baldwin
Balearic,adj,,
Balfour,noun,Balfour/Balfours
Bali,noun,Bali
Balinese,noun,Balinese
Balkan,adj,,
Balkan,noun,Balkans
Balkhash,noun,Balkhash
Ballard,noun,Ballard/Ballards
Baltic,adj,,
Baltic,noun,Baltic
Baltimore,noun,Baltimore
Baluchistan,noun,Baluchistan
Bamako,noun,Bamako
Bangalore,noun,Bangalore/Bangalores
Bangkok,noun,Bangkok
Bangladesh,noun,Bangladesh
Bangladeshi,adj,,
Bangladeshi,noun,Bangladeshis
Bangor,noun,Bangor
Bangui,noun,Bangui
Banting,noun,Banting
Bantu,adj,,
Bantu,noun,Bantu/Bantus
Baptist,adj,,
Baptist,noun,Baptists
Barbadian,adj,,
Barbadian,noun,Barbadians
Barbadoes,noun,Barbadoes
Barbados,noun,Barbados
Barbara,noun,Barbara/Barbaras
Barbary,noun,Barbaries/Barbary/Barbarys
Barbuda,noun,Barbuda
Barcelona,noun,Barcelona
Barlow,noun,Barlow/Barlows
Barnabas,noun,Barnabas/Barnabases
Barnard,noun,Barnards/Barnard
Barnes,noun,Barneses
Barney,noun,Barney/Barneys
Barquisimeto,noun,Barquisimeto
Barr,noun,Barr/Barrs
Barranquilla,noun,Barranquilla
Barrett,noun,Barrett/Barretts
Barron,noun,Barrons/Barron
Barry,noun,Barry
Barth,noun,Barth/Barths
Bartholomew,noun,Bartholomew/Bartholomews
Bartlett,noun,Bartlett/Bartletts
Barton,noun,Bartons/Barton
Basel,noun,Basel/Basels
Basque,adj,,
Basque,noun,Basques/Basque
Basra,noun,Basra
Batista,noun,Batista/Batistas
Bauer,noun,Bauers/Bauer
Bavaria,noun,Bavaria
Bavarian,adj,,
Bavarian,noun,Bavarians
Baxter,noun,Baxters/Baxter
Bayes,noun,Bayes/Bayeses
Bayesian,adj,,
Bayesian,noun,Bayesians
Baylor,noun,Baylor/Baylors
Beadle,noun,Beadle/Beadles
Beatrice,noun,Beatrice/Beatrices
Beck,noun,Becks/Beck
Becker,noun,Becker/Beckers
Beckett,noun,Beckett/Becketts
Bede,noun,Bede/Bedes
Beebe,noun,Beebe/Beebes
Beethoven,noun,Beethoven/Beethovens
Behring,noun,Behring/Behrings
Beijing,noun,Beijing
Beirut,noun,Beirut
Belarus,noun,Belarus
Belem,noun,Belem
Belfast,noun,Belfast
Belgian,adj,,
Belgian,noun,Belgians
Belgium,noun,Belgium
Belgrade,noun,Belgrade
Belize,noun,Belize
Bell,noun,Bells/Bell
Bellini,noun,Bellini/Bellinis
Belmont,noun,Belmont
Belorussia,noun,Belorussia
Ben,noun,Ben
Bender,noun,Benders/Bender
Benedict,noun,Benedicts/Benedict
Benelux,adj,,
Bengal,noun,Bengal
Bengalee,noun,Bengalees/Bengalee
Bengali,adj,,
Bengali,noun,Bengalis/Bengali
Benin,noun,Benin
Benjamin,noun,Benjamin/Benjamins
Bennett,noun,Bennetts/Bennett
Benson,noun,Bensons/Benson
Benton,noun,Benton/Bentons
Berber,adj,,
Berber,noun,Berbers
Berg,noun,Bergs/Berg
Bergen,noun,Bergen
Berger,noun,Berger/Bergers
Bergman,noun,Bergmans/Bergman
Bering,noun,Bering/Berings
Berkeley,noun,Berkeley
Berkshire,noun,Berkshire
Berlin,noun,Berlin
Berliner,noun,Berliners
Bermuda,noun,Bermuda
Bern,noun,Bern
Bernard,noun,Bernards/Bernard
Berne,noun,Berne
Bernhardt,noun,Bernhardt/Bernhardts
Bernoulli,noun,
Bernstein,noun,Bernsteins/Bernstein
Bert,noun,Bert/Berts
Bertha,noun,Bertha/Berthas
Bertram,noun,Bertrams/Bertram
Bertrand,noun,Bertrand/Bertrands
Bess,noun,Bess/Besses
Best,noun,Bests
Beth,noun,Beth/Beths
Bethe,noun,Bethe/Bethes
Bethesda,noun,Bethesda/Bethesdas
Bethlehem,noun,Bethlehem
Bethune,noun,Bethunes/Bethune
Betty,noun,Betty/Bettyes/Bettys
Beverley,noun,Beverley/Beverleys
Beverly,noun,Beverly/Beverlys
Beyer,noun,Beyer/Beyers
Bhutan,noun,Bhutan
Bialystok,noun,Bialystok
Bible,noun,Bibles/Bible
Bilbao,adj,,
Bilbao,noun,Bilbao
Billings,noun,Billings/Billingses
Billy,noun,Billies/Billy
Birmingham,noun,Birmingham/Birminghams
Bismarck,noun,Bismarck
Bissau,noun,Bissau
Bjork,noun,Bjork/Bjorks
Black,noun,Blacks/Black
Blackfoot,noun,Blackfeet/Blackfoot
Blaine,noun,Blaine/Blaines
Blair,noun,Blair/Blairs
Blake,noun,Blakes/Blake
Blanchard,noun,Blanchards/Blanchard
Blantyre,noun,Blantyre
Bloch,noun,Bloch/Blochs
Bloemfontein,noun,Bloemfontein
Bloom,noun,Blooms/Bloom
Bloomsbury,noun,Bloomsbury
Bobby,noun,Bobby/Bobbys
Boer,adj,,
Boer,noun,Boers
Bogart,noun,Bogarts/Bogart
Bogart,verb,Bogarted,,Bogarting,Bogarts
Bohemia,noun,Bohemia
Bohr,adj,,
Bohr,noun,Bohr
Boise,noun,Boise
Bolivar,noun,Bolivar
Bolivia,noun,Bolivia
Bolivian,adj,,
Bolivian,noun,Bolivians
Bologna,noun,Bologna
Bolshevik,adj,,
Bolshevik,noun,Bolsheviks/Bolsheviki
Bolton,noun,Boltons/Bolton
Boltzmann,noun,Boltzmann/Boltzmanns
Bombay,noun,Bombay
Bonn,noun,Bonn
Bonnie,noun,Bonnies/Bonnie
Booker,noun,Bookers/Booker
Boolean,adj,,
Boone,noun,Boones/Boone
Booth,noun,Booths/Booth
Bordeaux,noun,Bordeaux
Borg,noun,Borg/Borgs
Boris,noun,Boris/Borises
Borneo,noun,Borneo
Bosch,noun,Bosch/Bosches
Bose,noun,Bose/Boses
Bosnia,noun,Bosnia
Boston,noun,Boston
Bostonian,adj,,
Bostonian,noun,Bostonians
Botswana,noun,Botswana
Bournemouth,noun,Bournemouth
Bowditch,noun,Bowditch/Bowditches
Bowen,noun,Bowens/Bowen
Bowery,noun,Bowery/Bowerys
Bowman,noun,Bowmans/Bowman
Boyd,noun,Boyd/Boyds
Boyer,noun,Boyers/Boyer
Boyle,noun,Boyles/Boyle
Braddock,noun,Braddock/Braddocks
Bradford,noun,Bradfords/Bradford
Bradley,noun,Bradleys/Bradley
Bradshaw,noun,Bradshaw/Bradshaws
Brady,noun,Brady/Bradys
Bragg,noun,Bragg/Braggs
Brahma,noun,Brahma/Brahmas
Brahman,noun,Brahmans/Brahman
Brahmanism,noun,Brahmanism
Brahmin,noun,Brahmins/Brahmin
Brahminism,noun,Brahminism
Braille,noun,Braille
Bramah,noun,Bramah/Bramahs
Brandon,noun,Brandons/Brandon
Brandt,noun,Brandt/Brandts
Brasilia,noun,Brasilia
Bratislava,noun,Bratislava
Brazilian,adj,,
Brazilian,noun,Brazilians
Brazzaville,noun,Brazzaville
Bremen,noun,Bremen
Brenda,noun,Brenda/Brendas
Brenner,noun,Brenner
Brent,noun,Brents/Brent
Brest,noun,Brest
Breton,adj,,
Breton,noun,Bretons/Breton
Brett,noun,Brett/Bretts
Brewster,noun,Brewsters/Brewster
Brian,noun,Brians/Brian
Bridger,noun,Bridger/Bridgers
Briggs,noun,Briggses/Briggs
Brigham,noun,Brighams/Brigham
Brighton,noun,Brighton
Brisbane,noun,Brisbane
Bristol,noun,Bristol
Brit,noun,Brits
Britain,noun,
Britannia,noun,Britannia
Britannic,adj,,
British,adj,,
Britisher,noun,Britishers
Briton,adj,,
Briton,noun,Britons
Britt,noun,Britt/Britts
Brittany,noun,Brittany
Britten,noun,Britten/Brittens
Brno,noun,Brno
Broadway,noun,Broadway
Brock,noun,Brocks/Brock
Bronx,noun,
Brooke,noun,Brookes/Brooke
Brooklyn,noun,
Brooks,noun,Brooks/Brookses
Brown,noun,Browns/Brown
Browne,noun,Brownes/Browne
Brownian,adj,,
Browning,noun,Brownings/Browning
Bruce,noun,Bruces/Bruce
Bruckner,noun,Bruckner
Brueghel,noun,Brueghel/Brueghels
Brunei,noun,Brunei
Bruno,noun,Bruno/Brunos
Brunswick,noun,Brunswick
Brussels,noun,Brussels
Bryan,noun,Bryans/Bryan
Bryant,noun,Bryants/Bryant
Bucharest,noun,Bucharest
Buckingham,adj,,
Buckingham,noun,Buckingham
Buckley,noun,Buckleys/Buckley
Budapest,noun,Budapest
Buddha,noun,Buddhas/Buddha
Buddhism,noun,Buddhism
Buddhist,adj,,
Buddhist,noun,Buddhists
Buffalo,noun,Buffalo
Buffy,noun,
Bulgaria,noun,Bulgaria
Bulgarian,adj,,
Bulgarian,noun,Bulgarians/Bulgarian
Bullock,noun,Bullock/Bullocks
Bunsen,noun,Bunsen/Bunsens
Burbank,noun,Burbank/Burbanks
Burch,noun,Burch/Burches
Burger,noun,Burgers/Burger
Burgess,noun,Burgesses/Burgess
Burgundian,adj,,
Burgundy,noun,Burgundies/Burgundy
Burmese,adj,,
Burmese,noun,Burmese/Burmeses
Burns,noun,Burns/Burnses
Burnside,noun,Burnside/Burnsides
Bursa,noun,Bursa
Burt,noun,Burt/Burts
Burton,noun,Burtons/Burton
Burundi,noun,Burundi
Bush,noun,Bushes/Bush
Byelarus,noun,Byelarus
Byelorussia,noun,Byelorussia
Byers,noun,Byers/Byerses
Byzantine,adj,,
Byzantine,noun,Byzantines
Byzantium,noun,Byzantium
CVS,noun,CVS
Cabot,noun,Cabots/Cabot
Cadillac,noun,Cadillacs
Cadiz,noun,Cadiz
Caerphilly,noun,Caerphilly
Caesar,noun,Caesars/Caesar
Caesarean,adj,,
Caesarian,adj,,
Cage,noun,Cage
Cain,noun,Cain
Cairo,noun,Cairo
Cajun,adj,,
Calais,noun,Calais
Calcutta,noun,Calcutta
Caldwell,noun,Caldwells/Caldwell
Caleb,noun,Caleb/Calebs
Caledonia,noun,Caledonia
Calgary,noun,Calgary
Cali,noun,Cali
California,noun,California
Californian,adj,,
Californian,noun,Californians
Callaghan,noun,Callaghan/Callaghans
Callisto,noun,Callisto
Calvin,noun,Calvin/Calvins
Calvinism,noun,Calvinism
Calvinist,adj,,
Calvinist,noun,Calvinists
Calvinistic,adj,,
Cambodia,noun,Cambodia
Cambodian,adj,,
Cambodian,noun,Cambodians/Cambodian
Cambrian,adj,,
Cambrian,noun,Cambrians
Cambridge,noun,Cambridge
Camelopardalis,noun,Camelopardalis
Camembert,noun,Camembert/Camemberts
Cameron,noun,Camerons/Cameron
Cameroon,noun,Cameroon
Cameroons,noun,Cameroons
Campanella,noun,Campanella/Campanellas
Campbell,noun,Campbells/Campbell
Campinas,noun,Campinas
Campos,noun,Campos/Camposes
Camus,noun,Camus
Canada,noun,Canada
Canadian,adj,,
Canadian,noun,Canadians
Canberra,adj,,
Canberra,noun,Canberra
Cancer,noun,Cancer
Cancun,noun,Cancun
Cannes,noun,Cannes
Canterbury,noun,Canterbury
Canton,noun,Cantons/Canton
Cantonese,adj,,
Cantonese,noun,Cantonese
Cantor,noun,Cantors/Cantor
Cantrell,noun,Cantrell/Cantrells
Cantu,noun,Cantu/Cantus
Capella,noun,Capella/Capellas
Capetown,noun,Capetown
Capitol,noun,Capitols
Capote,noun,Capote/Capotes
Capra,noun,Capra
Capri,adj,,
Capri,noun,Capri/Capris
Cara,noun,Cara/Caras
Caracas,noun,Caracas
Caravaggio,noun,Caravaggio/Caravaggios
Cardiff,noun,Cardiff
Cardin,noun,Cardin/Cardins
Carey,noun,Careys/Carey
Caribbean,adj,,
Caribbean,noun,Caribbeans
Carissa,noun,Carissa
Carl,noun,Carl/Carls
Carla,noun,Carla
Carlos,noun,Carlos/Carloses
Carlsbad,noun,Carlsbad
Carlson,noun,Carlsons/Carlson
Carlton,noun,Carltons/Carlton
Carly,noun,Carly/Carlys
Carmen,noun,Carmen/Carmens
Carmichael,noun,Carmichaels/Carmichael
Carnegie,noun,Carnegies/Carnegie
Carney,noun,Carney/Carneys
Carolina,noun,Carolinas/Carolina
Caroline,noun,Caroline
Carolinian,adj,,
Carolinian,noun,Carolinians
Carolyn,noun,Carolyn/Carolyns
Carpathian,adj,,
Carpathians,noun,Carpathians
Carpenter,noun,Carpenters/Carpenter
Carr,noun,Carr/Carrs
Carrie,noun,Carrie/Carries
Carroll,noun,Carrolls/Carroll
Carson,noun,Carson/Carsons
Carter,noun,Carters/Carter
Cartesian,adj,,
Cartesian,noun,Cartesians
Carthaginian,adj,,
Carthaginian,noun,Carthaginians
Cartwright,noun,Cartwrights/Cartwright
Cary,noun,Carys/Cary
Casablanca,noun,Casablanca
Casanova,noun,Casanova/Casanovas
Casey,noun,Caseys/Casey
Caspian,adj,,
Cassandra,noun,Cassandras
Castillo,noun,Castillo/Castillos
Castor,noun,Castor/Castors
Castries,noun,Castries
Castro,noun,Castro/Castros
Catalan,adj,,
Catalan,noun,Catalan
Catalina,noun,Catalina
Catalonia,noun,Catalonia
Catawba,noun,Catawba/Catawbas
Cather,noun,Cather/Cathers
Catherine,noun,Catherines/Catherine
Catholic,adj,,
Catholic,noun,Catholics
Catholicism,noun,Catholicism
Caucasian,adj,,
Caucasian,noun,Caucasians
Caucasoid,adj,,
Caucasoid,noun,Caucasoids
Caucasus,noun,Caucasus
Cavendish,noun,Cavendishes/Cavendish
Cayuga,noun,Cayuga/Cayugas
Cebu,noun,Cebu
Cecil,noun,Cecils/Cecil
Cecilia,noun,Cecilia/Cecilias
Celebes,noun,Celebes
Celeste,noun,Celeste/Celestes
Celsius,adj,,
Celsius,noun,Celsius
Celtic,adj,,
Cepheus,noun,Cepheus
Cerberus,noun,Cerberus
Cervantes,noun,Cervantes
Cesar,noun,Cesar/Cesars
Cesarean,adj,,
Cesarian,adj,,
Ceylon,noun,Ceylon
Chad,noun,Chad
Chadwick,noun,Chadwicks/Chadwick
Chaldean,adj,,
Chaldean,noun,Chaldeans
Chamberlain,noun,Chamberlains/Chamberlain
Chandigarh,noun,Chandigarh
Chandler,noun,Chandlers/Chandler
Chandra,noun,Chandra/Chandras
Chang,noun,Changs/Chang
Changchun,noun,Changchun
Changsha,noun,Changsha
Chantilly,noun,Chantilly
Chapman,noun,Chapmans/Chapman
Chardonnay,noun,Chardonnay/Chardonnays
Charlene,noun,Charlene/Charlenes
Charles,noun,Charleses/Charles
Charleston,noun,Charleston
Charley,noun,Charleys/Charley
Charlie,noun,Charlies/Charlie
Charlotte,noun,
Charolais,noun,Charolais
Charollais,noun,Charollais
Charon,noun,Charon
Charybdis,noun,Charybdis
Chasidim,noun,Chasidim
Chattanooga,noun,Chattanooga
Chechen,adj,,
Chechen,noun,Chechens
Chechnya,noun,Chechnya
Chelsea,noun,Chelsea
Chen,noun,Chen/Chens
Cheney,noun,Cheneys/Cheney
Chengdu,noun,Chengdu
Chennai,noun,Chennai
Chernobyl,noun,Chernobyl/Chernobyls
Cherokee,noun,Cherokees/Cherokee
Cheshire,noun,Cheshire
Chester,noun,Chesters/Chester
Chesterfield,noun,Chesterfields/Chesterfield
Chevalier,noun,Chevaliers/Chevalier
Cheviot,noun,Cheviots/Cheviot
Chevrolet,noun,Chevrolets/Chevrolet
Cheyenne,noun,Cheyennes/Cheyenne
Chianti,noun,Chianti/Chiantis
Chiba,noun,Chiba
Chicago,noun,Chicago
Chicagoan,noun,Chicagoans
Chicana,adj,,
Chicana,noun,Chicanas
Chicano,adj,,
Chicano,noun,Chicanos
Chickasaw,noun,Chickasaw/Chickasaws
Chile,noun,Chile
Chilean,adj,,
Chilean,noun,Chileans
China,noun,China/Chinas
Chinese,adj,,
Chinese,noun,Chinese
Chippewa,noun,Chippewa/Chippewas
Chisholm,noun,Chisholms/Chisholm
Chittagong,noun,Chittagong
Choctaw,noun,Choctaws/Choctaw
Chongqing,noun,Chongqing
Chookchie,noun,Chookchie/Chookchies
Chopin,noun,Chopin/Chopins
Chris,noun,Chris
Christ,noun,Christs/Christ
Christchurch,noun,Christchurch
Christendom,noun,Christendom
Christensen,noun,Christensen/Christensens
Christian,adj,,
Christian,noun,Christians
Christianity,noun,Christianity
Christmas,noun,Christmases/Christmas
Christopher,noun,Christophers/Christopher
Chrysler,noun,Chryslers/Chrysler
Chuck,noun,Chucks/Chuck
Chuckchee,noun,Chuckchee/Chuckchees
Chukchee,noun,Chukchee/Chukchees
Chukchi,noun,Chukchi/Chukchis
Chung,noun,Chung/Chungs
Chuvash,adj,,
Chuvash,noun,Chuvash/Chuvashes
Ci,noun,Ci
Cincinnati,noun,Cincinnati
Cinderella,noun,Cinderellas
Circe,noun,Circe
Clair,noun,Clair/Clairs
Clara,noun,Clara/Claras
Clare,noun,Clares/Clare
Clarence,noun,Clarences/Clarence
Clark,noun,Clarks/Clark
Clarke,noun,Clarkes/Clarke
Claude,noun,Claudes/Claude
Claudia,noun,Claudia/Claudias
Claudius,noun,Claudius
Clayton,noun,Claytons/Clayton
Clemens,noun,Clemens/Clemenses
Clements,noun,Clements/Clementses
Clemson,noun,Clemson
Cleopatra,noun,Cleopatra
Cleveland,noun,Clevelands/Cleveland
Clifford,noun,Cliffords/Clifford
Clifton,noun,Clifton/Cliftons
Clint,noun,Clint/Clints
Clinton,noun,Clintons/Clinton
Clyde,noun,Clyde/Clydes
Clydesdale,noun,Clydesdale
Cobb,noun,Cobbs/Cobb
Cochran,noun,Cochran/Cochrans
Coffey,noun,Coffey/Coffeys
Cohen,noun,Cohens/Cohen
Cole,noun,Coles/Cole
Coleman,noun,Colemans/Coleman
Colin,noun,Colin/Colins
Collier,noun,Colliers/Collier
Collin,noun,Collins/Collin
Collins,noun,Collinses
