Apollos,noun,Apollo
Appalachia,noun,Appalachia
Appalachian,adj,Appalachian
Appalachians,noun,Appalachians
Appaloosa,noun,Appaloosa
Appaloosas,noun,Appaloosa
April,noun,April
Aprils,noun,April
Aquarius,noun,Aquarius
Aquariuses,noun,Aquarius
Aquila,noun,Aquila
Aquitaine,noun,Aquitaine
Ara,noun,Ara
Arab,adj,Arab
Arab,noun,Arab
Arabia,noun,Arabia
Arabian,adj,Arabian
Arabian,noun,Arabian
Arabians,noun,Arabian
Arabic,noun,Arabic
Arabs,noun,Arab
Aramaic,noun,Aramaic
Arapaho,noun,Arapaho
Arapahoe,noun,Arapahoe
Arapahoes,noun,Arapahoe
Arapahos,noun,Arapaho
Araucanian,adj,Araucanian
Araucanian,noun,Araucanian
Araucanians,noun,Araucanian
Arawak,noun,Arawak
Arcadia,noun,Arcadia
Arcadian,adj,Arcadian
Archaean,adj,Archaean
Archaean,noun,Archaean
Archaeans,noun,Archaean
Archean,adj,Archean
Archean,noun,Archean
Archeans,noun,Archean
Archimedes,noun,Archimedes
Arctic,adj,Arctic
Arctic,noun,Arctic
Arden,noun,Arden
Ardens,noun,Arden
Argentina,noun,Argentina
Argentine,adj,Argentine
Argentine,noun,Argentine
Argentines,noun,Argentine
Argonne,noun,Argonne
Argos,noun,Argos
Ariadne,noun,Ariadne
Aries,noun,Aries
Arieses,noun,Aries
Aristotelian,adj,Aristotelian
Aristotle,noun,Aristotle
Aristotles,noun,Aristotle
Arius,noun,Arius
Arizona,noun,Arizona
Arizonan,adj,Arizonan
Arizonan,noun,Arizonan
Arizonans,noun,Arizonan
Arkansan,adj,Arkansan
Arkansan,noun,Arkansan
Arkansans,noun,Arkansan
Arkansas,noun,Arkansas
Arkhangelsk,noun,Arkhangelsk
Arlington,noun,Arlington
Armagnac,noun,Armagnac
Armagnacs,noun,Armagnac
Armand,noun,Armand
Armands,noun,Armand
Armenia,noun,Armenia
Armenian,noun,Armenian
Armenians,noun,Armenian
Armour,noun,Armour
Armstrong,noun,Armstrong
Armstrongs,noun,Armstrong
Arno,noun,Arno
Arnold,noun,Arnold
Arnolds,noun,Arnold
Arnos,noun,Arno
Arrhenius,noun,Arrhenius
Artemis,noun,Artemis
Artemises,noun,Artemis
Arthur,noun,Arthur
Arthurs,noun,Arthur
Aruba,noun,Aruba
Ashanti,noun,Ashanti
Ashantis,noun,Ashanti
Ashkhabad,noun,Ashkhabad
Asia,noun,Asia
Asian,adj,Asian
Asian,noun,Asian
Asians,noun,Asian
Asiatic,adj,Asiatic
Asiatic,noun,Asiatic
Asiatics,noun,Asiatic
Aspen,noun,Aspen
Asperger,noun,Asperger
Aspergers,noun,Asperger
Assad,noun,Assad
Assads,noun,Assad
Assam,noun,Assam
Assamese,adj,Assamese
Assamese,noun,Assamese
Assyria,noun,Assyria
Assyrian,adj,Assyrian
Assyrian,noun,Assyrian
Assyrians,noun,Assyrian
Astarte,noun,Astarte
Aston,noun,Aston
Astons,noun,Aston
Astrakhan,adj,Astrakhan
Astrakhan,noun,Astrakhan
Asturias,noun,Asturias
Athabasca,noun,Athabasca
Athabascan,adj,Athabascan
Athabascan,noun,Athabascan
Athabascans,noun,Athabascan
Athabaskan,adj,Athabaskan
Athabaskan,noun,Athabaskan
Athabaskans,noun,Athabaskan
Athena,noun,Athena
Athenian,adj,Athenian
Athenian,noun,Athenian
Athenians,noun,Athenian
Athens,noun,Athens
Atkins,noun,Atkins
Atkinses,noun,Atkins
Atkinson,noun,Atkinson
Atkinsons,noun,Atkinson
Atlanta,noun,Atlanta
Atlantic,adj,Atlantic
Atlantic,noun,Atlantic
Auckland,noun,Auckland
Audi,noun,Audi
Audis,noun,Audi
Augsburg,noun,Augsburg
August,noun,August
Augusta,noun,Augusta
Augustan,adj,Augustan
Augustan,noun,Augustan
Augustans,noun,Augustan
Augustine,noun,Augustine
Augusts,noun,August
Augustus,noun,Augustus
Augustuses,noun,Augustus
Aurelia,noun,Aurelia
Austin,noun,Austin
Austins,noun,Austin
Australasia,noun,Australasia
Australia,noun,Australia
Australian,adj,Australian
Australian,noun,Australian
Australians,noun,Australian
Australoid,adj,Australoid
Australopithecus,noun,Australopithecus
Austria,noun,Austria
Austrian,adj,Austrian
Austrian,noun,Austrian
Austrians,noun,Austrian
Austronesian,adj,Austronesian
Austronesian,noun,Austronesian
Austronesians,noun,Austronesian
Avalon,noun,Avalon
Avery,noun,Avery
Averys,noun,Avery
Avicenna,noun,Avicenna
Avogadro,noun,Avogadro
Avogadros,noun,Avogadro
Avon,noun,Avon
Aymara,noun,Aymara
Aymaras,noun,Aymara
Ayrshire,noun,Ayrshire
Ayurveda,noun,Ayurveda
Azerbaijan,noun,Azerbaijan
Azerbaijani,adj,Azerbaijani
Azerbaijani,noun,Azerbaijani
Azerbaijanis,noun,Azerbaijani
Azores,noun,Azores
Aztec,noun,Aztec
Aztecan,adj,Aztecan
Aztecan,noun,Aztecan
Aztecs,noun,Aztec
BBB,adj,BBB
BBB,noun,BBB
BP,noun,BP
Babbitt,noun,Babbitt
Babbitts,noun,Babbitt
Babel,noun,Babel
Babels,noun,Babel
Babylonian,adj,Babylonian
Babylonian,noun,Babylonian
Babylonians,noun,Babylonian
Bacchus,noun,Bacchus
Bach,noun,Bach
Bachs,noun,Bach
Backus,noun,Backus
Backuses,noun,Backus
Bactria,noun,Bactria
Baden,noun,Baden
Baeria,noun,Baeria
Baghdad,noun,Baghdad
Bahamas,noun,Bahamas
Bahamian,adj,Bahamian
Bahamian,noun,Bahamian
Bahamians,noun,Bahamian
Bahia,noun,Bahia
Bahrain,noun,Bahrain
Baikal,noun,Baikal
Bailey,noun,Bailey
Baileys,noun,Bailey
Baker,noun,Baker
Bakers,noun,Baker
Baku,noun,Baku
Balboa,noun,Balboa
Baldwin,noun,Baldwin
Baldwins,noun,Baldwin
Balearic,adj,Balearic
Balfour,noun,Balfour
Balfours,noun,Balfour
Bali,noun,Bali
Balinese,noun,Balinese
Balkan,adj,Balkan
Balkan,noun,Balkan
Balkans,noun,Balkan
Balkhash,noun,Balkhash
Ballard,noun,Ballard
Ballards,noun,Ballard
Baltic,adj,Baltic
Baltic,noun,Baltic
Baltimore,noun,Baltimore
Baluchistan,noun,Baluchistan
Bamako,noun,Bamako
Bangalore,noun,Bangalore
Bangalores,noun,Bangalore
Bangkok,noun,Bangkok
Bangladesh,noun,Bangladesh
Bangladeshi,adj,Bangladeshi
Bangladeshi,noun,Bangladeshi
Bangladeshis,noun,Bangladeshi
Bangor,noun,Bangor
Bangui,noun,Bangui
Banting,noun,Banting
Bantu,adj,Bantu
Bantu,noun,Bantu
Bantus,noun,Bantu
Baptist,adj,Baptist
Baptist,noun,Baptist
Baptists,noun,Baptist
Barbadian,adj,Barbadian
Barbadian,noun,Barbadian
Barbadians,noun,Barbadian
Barbadoes,noun,Barbadoes
Barbados,noun,Barbados
Barbara,noun,Barbara
Barbaras,noun,Barbara
Barbaries,noun,Barbary
Barbary,noun,Barbary
Barbarys,noun,Barbary
Barbuda,noun,Barbuda
Barcelona,noun,Barcelona
Barlow,noun,Barlow
Barlows,noun,Barlow
Barnabas,noun,Barnabas
Barnabases,noun,Barnabas
Barnard,noun,Barnard
Barnards,noun,Barnard
Barnes,noun,Barnes
Barneses,noun,Barnes
Barney,noun,Barney
Barneys,noun,Barney
Barquisimeto,noun,Barquisimeto
Barr,noun,Barr
Barranquilla,noun,Barranquilla
Barrett,noun,Barrett
Barretts,noun,Barrett
Barron,noun,Barron
Barrons,noun,Barron
Barrs,noun,Barr
Barry,noun,Barry
Barth,noun,Barth
Bartholomew,noun,Bartholomew
Bartholomews,noun,Bartholomew
Barths,noun,Barth
Bartlett,noun,Bartlett
Bartletts,noun,Bartlett
Barton,noun,Barton
Bartons,noun,Barton
Basel,noun,Basel
Basels,noun,Basel
Basque,adj,Basque
Basque,noun,Basque
Basques,noun,Basque
Basra,noun,Basra
Batista,noun,Batista
Batistas,noun,Batista
Bauer,noun,Bauer
Bauers,noun,Bauer
Bavaria,noun,Bavaria
Bavarian,adj,Bavarian
Bavarian,noun,Bavarian
Bavarians,noun,Bavarian
Baxter,noun,Baxter
Baxters,noun,Baxter
Bayes,noun,Bayes
Bayeses,noun,Bayes
Bayesian,adj,Bayesian
Bayesian,noun,Bayesian
Bayesians,noun,Bayesian
Baylor,noun,Baylor
Baylors,noun,Baylor
Beadle,noun,Beadle
Beadles,noun,Beadle
Beatrice,noun,Beatrice
Beatrices,noun,Beatrice
Beck,noun,Beck
Becker,noun,Becker
Beckers,noun,Becker
Beckett,noun,Beckett
Becketts,noun,Beckett
Becks,noun,Beck
Bede,noun,Bede
Bedes,noun,Bede
Beebe,noun,Beebe
Beebes,noun,Beebe
Beethoven,noun,Beethoven
Beethovens,noun,Beethoven
Behring,noun,Behring
Behrings,noun,Behring
Beijing,noun,Beijing
Beirut,noun,Beirut
Belarus,noun,Belarus
Belem,noun,Belem
Belfast,noun,Belfast
Belgian,adj,Belgian
Belgian,noun,Belgian
Belgians,noun,Belgian
Belgium,noun,Belgium
Belgrade,noun,Belgrade
Belize,noun,Belize
Bell,noun,Bell
Bellini,noun,Bellini
Bellinis,noun,Bellini
Bells,noun,Bell
Belmont,noun,Belmont
Belorussia,noun,Belorussia
Ben,noun,Ben
Bender,noun,Bender
Benders,noun,Bender
Benedict,noun,Benedict
Benedicts,noun,Benedict
Benelux,adj,Benelux
Bengal,noun,Bengal
Bengalee,noun,Bengalee
Bengalees,noun,Bengalee
Bengali,adj,Bengali
Bengali,noun,Bengali
Bengalis,noun,Bengali
Benin,noun,Benin
Benjamin,noun,Benjamin
Benjamins,noun,Benjamin
Bennett,noun,Bennett
Bennetts,noun,Bennett
Benson,noun,Benson
Bensons,noun,Benson
Benton,noun,Benton
Bentons,noun,Benton
Berber,adj,Berber
Berber,noun,Berber
Berbers,noun,Berber
Berg,noun,Berg
Bergen,noun,Bergen
Berger,noun,Berger
Bergers,noun,Berger
Bergman,noun,Bergman
Bergmans,noun,Bergman
Bergs,noun,Berg
Bering,noun,Bering
Berings,noun,Bering
Berkeley,noun,Berkeley
Berkshire,noun,Berkshire
Berlin,noun,Berlin
Berliner,noun,Berliner
Berliners,noun,Berliner
Bermuda,noun,Bermuda
Bern,noun,Bern
Bernard,noun,Bernard
Bernards,noun,Bernard
Berne,noun,Berne
Bernhardt,noun,Bernhardt
Bernhardts,noun,Bernhardt
Bernoulli,noun,Bernoulli
Bernstein,noun,Bernstein
Bernsteins,noun,Bernstein
Bert,noun,Bert
Bertha,noun,Bertha
Berthas,noun,Bertha
Bertram,noun,Bertram
Bertrams,noun,Bertram
Bertrand,noun,Bertrand
Bertrands,noun,Bertrand
Berts,noun,Bert
Bess,noun,Bess
Besses,noun,Bess
Best,noun,Best
Bests,noun,Best
Beth,noun,Beth
Bethe,noun,Bethe
Bethes,noun,Bethe
Bethesda,noun,Bethesda
Bethesdas,noun,Bethesda
Bethlehem,noun,Bethlehem
Beths,noun,Beth
Bethune,noun,Bethune
Bethunes,noun,Bethune
Betty,noun,Betty
Bettyes,noun,Betty
Bettys,noun,Betty
Beverley,noun,Beverley
Beverleys,noun,Beverley
Beverly,noun,Beverly
Beverlys,noun,Beverly
Beyer,noun,Beyer
Beyers,noun,Beyer
Bhutan,noun,Bhutan
Bialystok,noun,Bialystok
Bible,noun,Bible
Bibles,noun,Bible
Bilbao,adj,Bilbao
Bilbao,noun,Bilbao
Billies,noun,Billy
Billings,noun,Billings
Billingses,noun,Billings
Billy,noun,Billy
Birmingham,noun,Birmingham
Birminghams,noun,Birmingham
Bismarck,noun,Bismarck
Bissau,noun,Bissau
Bjork,noun,Bjork
Bjorks,noun,Bjork
Black,noun,Black
Blackfeet,noun,Blackfoot
Blackfoot,noun,Blackfoot
Blacks,noun,Black
Blaine,noun,Blaine
Blaines,noun,Blaine
Blair,noun,Blair
Blairs,noun,Blair
Blake,noun,Blake
Blakes,noun,Blake
Blanchard,noun,Blanchard
Blanchards,noun,Blanchard
Blantyre,noun,Blantyre
Bloch,noun,Bloch
Blochs,noun,Bloch
Bloemfontein,noun,Bloemfontein
Bloom,noun,Bloom
Blooms,noun,Bloom
Bloomsbury,noun,Bloomsbury
Bobby,noun,Bobby
Bobbys,noun,Bobby
Boer,adj,Boer
Boer,noun,Boer
Boers,noun,Boer
Bogart,noun,Bogart
Bogart,verb,Bogart
Bogarted,verb,Bogart
Bogarting,verb,Bogart
Bogarts,noun,Bogart
Bogarts,verb,Bogart
Bohemia,noun,Bohemia
Bohr,adj,Bohr
Bohr,noun,Bohr
Boise,noun,Boise
Bolivar,noun,Bolivar
Bolivia,noun,Bolivia
Bolivian,adj,Bolivian
Bolivian,noun,Bolivian
Bolivians,noun,Bolivian
Bologna,noun,Bologna
Bolshevik,adj,Bolshevik
Bolshevik,noun,Bolshevik
Bolsheviki,noun,Bolshevik
Bolsheviks,noun,Bolshevik
Bolton,noun,Bolton
Boltons,noun,Bolton
Boltzmann,noun,Boltzmann
Boltzmanns,noun,Boltzmann
Bombay,noun,Bombay
Bonn,noun,Bonn
Bonnie,noun,Bonnie
Bonnies,noun,Bonnie
Booker,noun,Booker
Bookers,noun,Booker
Boolean,adj,Boolean
Boone,noun,Boone
Boones,noun,Boone
Booth,noun,Booth
Booths,noun,Booth
Bordeaux,noun,Bordeaux
Borg,noun,Borg
Borgs,noun,Borg
Boris,noun,Boris
Borises,noun,Boris
Borneo,noun,Borneo
Bosch,noun,Bosch
Bosches,noun,Bosch
Bose,noun,Bose
Boses,noun,Bose
Bosnia,noun,Bosnia
Boston,noun,Boston
Bostonian,adj,Bostonian
Bostonian,noun,Bostonian
Bostonians,noun,Bostonian
Botswana,noun,Botswana
Bournemouth,noun,Bournemouth
Bowditch,noun,Bowditch
Bowditches,noun,Bowditch
Bowen,noun,Bowen
Bowens,noun,Bowen
Bowery,noun,Bowery
Bowerys,noun,Bowery
Bowman,noun,Bowman
Bowmans,noun,Bowman
Boyd,noun,Boyd
Boyds,noun,Boyd
Boyer,noun,Boyer
Boyers,noun,Boyer
Boyle,noun,Boyle
Boyles,noun,Boyle
Braddock,noun,Braddock
Braddocks,noun,Braddock
Bradford,noun,Bradford
Bradfords,noun,Bradford
Bradley,noun,Bradley
Bradleys,noun,Bradley
Bradshaw,noun,Bradshaw
Bradshaws,noun,Bradshaw
Brady,noun,Brady
Bradys,noun,Brady
Bragg,noun,Bragg
Braggs,noun,Bragg
Brahma,noun,Brahma
Brahman,noun,Brahman
Brahmanism,noun,Brahmanism
Brahmans,noun,Brahman
Brahmas,noun,Brahma
Brahmin,noun,Brahmin
Brahminism,noun,Brahminism
Brahmins,noun,Brahmin
Braille,noun,Braille
Bramah,noun,Bramah
Bramahs,noun,Bramah
Brandon,noun,Brandon
Brandons,noun,Brandon
Brandt,noun,Brandt
Brandts,noun,Brandt
Brasilia,noun,Brasilia
Bratislava,noun,Bratislava
Brazilian,adj,Brazilian
Brazilian,noun,Brazilian
Brazilians,noun,Brazilian
Brazzaville,noun,Brazzaville
Bremen,noun,Bremen
Brenda,noun,Brenda
Brendas,noun,Brenda
Brenner,noun,Brenner
Brent,noun,Brent
Brents,noun,Brent
Brest,noun,Brest
Breton,adj,Breton
Breton,noun,Breton
Bretons,noun,Breton
Brett,noun,Brett
Bretts,noun,Brett
Brewster,noun,Brewster
Brewsters,noun,Brewster
Brian,noun,Brian
Brians,noun,Brian
Bridger,noun,Bridger
Bridgers,noun,Bridger
Briggs,noun,Briggs
Briggses,noun,Briggs
Brigham,noun,Brigham
Brighams,noun,Brigham
Brighton,noun,Brighton
Brisbane,noun,Brisbane
Bristol,noun,Bristol
Brit,noun,Brit
Britain,noun,Britain
Britannia,noun,Britannia
Britannic,adj,Britannic
British,adj,British
Britisher,noun,Britisher
Britishers,noun,Britisher
Briton,adj,Briton
Briton,noun,Briton
Britons,noun,Briton
Brits,noun,Brit
Britt,noun,Britt
Brittany,noun,Brittany
Britten,noun,Britten
Brittens,noun,Britten
Britts,noun,Britt
Brno,noun,Brno
Broadway,noun,Broadway
Brock,noun,Brock
Brocks,noun,Brock
Bronx,noun,Bronx
Brooke,noun,Brooke
Brookes,noun,Brooke
Brooklyn,noun,Brooklyn
Brooks,noun,Brooks
Brookses,noun,Brooks
Brown,noun,Brown
Browne,noun,Browne
Brownes,noun,Browne
Brownian,adj,Brownian
Browning,noun,Browning
Brownings,noun,Browning
Browns,noun,Brown
Bruce,noun,Bruce
Bruces,noun,Bruce
Bruckner,noun,Bruckner
Brueghel,noun,Brueghel
Brueghels,noun,Brueghel
Brunei,noun,Brunei
Bruno,noun,Bruno
Brunos,noun,Bruno
Brunswick,noun,Brunswick
Brussels,noun,Brussels
Bryan,noun,Bryan
Bryans,noun,Bryan
Bryant,noun,Bryant
Bryants,noun,Bryant
Bucharest,noun,Bucharest
Buckingham,adj,Buckingham
Buckingham,noun,Buckingham
Buckley,noun,Buckley
Buckleys,noun,Buckley
Budapest,noun,Budapest
Buddha,noun,Buddha
Buddhas,noun,Buddha
Buddhism,noun,Buddhism
Buddhist,adj,Buddhist
Buddhist,noun,Buddhist
Buddhists,noun,Buddhist
Buffalo,noun,Buffalo
Buffy,noun,Buffy
Bulgaria,noun,Bulgaria
Bulgarian,adj,Bulgarian
Bulgarian,noun,Bulgarian
Bulgarians,noun,Bulgarian
Bullock,noun,Bullock
Bullocks,noun,Bullock
Bunsen,noun,Bunsen
Bunsens,noun,Bunsen
Burbank,noun,Burbank
Burbanks,noun,Burbank
Burch,noun,Burch
Burches,noun,Burch
Burger,noun,Burger
Burgers,noun,Burger
Burgess,noun,Burgess
Burgesses,noun,Burgess
Burgundian,adj,Burgundian
Burgundies,noun,Burgundy
Burgundy,noun,Burgundy
Burmese,adj,Burmese
Burmese,noun,Burmese
Burmeses,noun,Burmese
Burns,noun,Burns
Burnses,noun,Burns
Burnside,noun,Burnside
Burnsides,noun,Burnside
Bursa,noun,Bursa
Burt,noun,Burt
Burton,noun,Burton
Burtons,noun,Burton
Burts,noun,Burt
Burundi,noun,Burundi
Bush,noun,Bush
Bushes,noun,Bush
Byelarus,noun,Byelarus
Byelorussia,noun,Byelorussia
Byers,noun,Byers
Byerses,noun,Byers
Byzantine,adj,Byzantine
Byzantine,noun,Byzantine
Byzantines,noun,Byzantine
Byzantium,noun,Byzantium
CVS,noun,CVS
Cabot,noun,Cabot
Cabots,noun,Cabot
Cadillac,noun,Cadillac
Cadillacs,noun,Cadillac
Cadiz,noun,Cadiz
Caerphilly,noun,Caerphilly
Caesar,noun,Caesar
Caesarean,adj,Caesarean
Caesarian,adj,Caesarian
Caesars,noun,Caesar
Cage,noun,Cage
Cain,noun,Cain
Cairo,noun,Cairo
Cajun,adj,Cajun
Calais,noun,Calais
Calcutta,noun,Calcutta
Caldwell,noun,Caldwell
Caldwells,noun,Caldwell
Caleb,noun,Caleb
Calebs,noun,Caleb
Caledonia,noun,Caledonia
Calgary,noun,Calgary
Cali,noun,Cali
California,noun,California
Californian,adj,Californian
Californian,noun,Californian
Californians,noun,Californian
Callaghan,noun,Callaghan
Callaghans,noun,Callaghan
Callisto,noun,Callisto
Calvin,noun,Calvin
Calvinism,noun,Calvinism
Calvinist,adj,Calvinist
Calvinist,noun,Calvinist
Calvinistic,adj,Calvinistic
Calvinists,noun,Calvinist
Calvins,noun,Calvin
Cambodia,noun,Cambodia
Cambodian,adj,Cambodian
Cambodian,noun,Cambodian
Cambodians,noun,Cambodian
Cambrian,adj,Cambrian
Cambrian,noun,Cambrian
Cambrians,noun,Cambrian
Cambridge,noun,Cambridge
